,L1,L2
1992-08-13,1.7425070765723028e-06,2.3395486085785117e-05
1992-08-14,1.7093116447454396e-06,2.235057953767385e-05
1992-08-17,1.548836337812007e-06,2.136976452853247e-05
1992-08-18,1.6094121892335256e-06,2.2002821209305988e-05
1992-08-19,1.8463718133209382e-06,2.368602307078634e-05
1992-08-20,1.8498560523396379e-06,2.3664626890046048e-05
1992-08-21,1.8371907058653733e-06,2.359395159070686e-05
1992-08-24,1.8355737601174987e-06,2.3593056366345764e-05
1992-08-25,1.83240024000842e-06,2.3565440617660222e-05
1992-08-26,1.5901545720897217e-06,2.0663902157292855e-05
1992-08-27,1.4579745790139115e-06,1.879714914948172e-05
1992-08-28,1.4605819095206972e-06,1.881335638109674e-05
1992-08-31,1.3388755887742325e-06,1.7636413648580905e-05
1992-09-01,1.2906833755831065e-06,1.7457114283395426e-05
1992-09-02,1.3047184039700157e-06,1.7558492066884845e-05
1992-09-03,1.1837580685074574e-06,1.6792418515083464e-05
1992-09-04,1.2050475499294015e-06,1.6858924783761136e-05
1992-09-08,1.228909053377321e-06,1.693149078667221e-05
1992-09-09,1.3224685974407677e-06,1.746136357560516e-05
1992-09-10,1.9776118134068095e-06,2.655700119750788e-05
1992-09-11,1.9455637810937596e-06,2.647976207547973e-05
1992-09-14,1.9438691706814498e-06,2.6478863022224332e-05
1992-09-15,1.7781214857889787e-06,2.561540631848626e-05
1992-09-16,1.9393213569010654e-06,2.7312521941152013e-05
1992-09-17,1.9776174879960264e-06,2.7429724632061486e-05
1992-09-18,1.9776174879960264e-06,2.7429724632061486e-05
1992-09-21,1.9812541975399837e-06,2.7432366519893836e-05
1992-09-22,1.9812541975399837e-06,2.7432366519893836e-05
1992-09-23,2.0763934247458587e-06,2.7813486966663014e-05
1992-09-24,2.0384913256513343e-06,2.7619174020862723e-05
1992-09-25,2.173926858163701e-06,2.8214153634482802e-05
1992-09-28,2.173926858163701e-06,2.8214153634482802e-05
1992-09-29,2.1479695654871736e-06,2.8165056944821826e-05
1992-09-30,2.1028336276643823e-06,2.80527648343272e-05
1992-10-01,2.1542132634288045e-06,2.819069034755502e-05
1992-10-02,2.0651743934197488e-06,2.7703548967316763e-05
1992-10-05,2.0651743934197488e-06,2.7703548967316763e-05
1992-10-06,2.4689459399476114e-06,3.1681993832426555e-05
1992-10-07,2.513119686940472e-06,3.200139695366226e-05
1992-10-08,2.513119686940472e-06,3.200139695366226e-05
1992-10-09,1.7864096071586029e-06,2.4722189899937665e-05
1992-10-12,1.7864096071586029e-06,2.4722189899937665e-05
1992-10-13,1.5871432612674847e-06,2.323359242858054e-05
1992-10-14,1.5601830470268496e-06,2.319896127849137e-05
1992-10-15,1.6265430444979032e-06,2.36087707204981e-05
1992-10-16,1.5599543877150192e-06,2.3336476661550022e-05
1992-10-19,1.5608700530214306e-06,2.333684603884775e-05
1992-10-20,1.521996846177172e-06,2.3202532253825157e-05
1992-10-21,1.5241196385884035e-06,2.3205463721986485e-05
1992-10-22,1.5532522235485822e-06,2.3276791030748135e-05
1992-10-23,1.6457156715380584e-06,2.4168402147131967e-05
1992-10-26,1.9517849314023967e-06,2.638926188738136e-05
1992-10-27,1.55479791985197e-06,2.3031854893701647e-05
1992-10-28,1.5142958566133317e-06,2.2826287131202246e-05
1992-10-29,1.0419749175879517e-06,1.6134968719175265e-05
1992-10-30,9.416647967044061e-07,1.5329067535104884e-05
1992-11-02,6.431348659180599e-07,1.110422050104897e-05
1992-11-03,6.551602458935259e-07,1.1450108401790498e-05
1992-11-04,7.253981914917096e-07,1.2004367970962568e-05
1992-11-05,7.286419100648629e-07,1.2009340371366317e-05
1992-11-06,7.327319418934473e-07,1.2016226120486911e-05
1992-11-09,7.327319418934473e-07,1.2016226120486911e-05
1992-11-10,7.327319418934473e-07,1.2016226120486911e-05
1992-11-11,8.240739738601497e-07,1.2683070083877114e-05
1992-11-12,7.866754443916145e-07,1.2259058101232852e-05
1992-11-13,7.644291100007695e-07,1.2096752266793995e-05
1992-11-16,8.621894593774863e-07,1.3466452654086971e-05
1992-11-17,8.738929392461479e-07,1.3497856461708406e-05
1992-11-18,9.286196325211466e-07,1.4151465329405102e-05
1992-11-19,9.241803518546099e-07,1.4144099899802395e-05
1992-11-20,1.221828893839675e-06,1.761178842188685e-05
1992-11-23,1.3866891007110863e-06,1.898920778157363e-05
1992-11-24,1.3866891007110863e-06,1.898920778157363e-05
1992-11-25,1.4575159774312366e-06,1.938681796107868e-05
1992-11-27,1.4548721518961347e-06,1.9371026993748272e-05
1992-11-30,1.4871663592423941e-06,2.0159836357257292e-05
1992-12-01,1.5230756250168024e-06,2.0267178044102882e-05
1992-12-02,1.4752942161255623e-06,2.0015988177484556e-05
1992-12-03,1.9351611863505223e-06,2.3096514854953342e-05
1992-12-04,1.939428031864578e-06,2.3102888245380267e-05
1992-12-07,1.4562880301938299e-06,1.9565549192403797e-05
1992-12-08,1.3703107004757912e-06,1.874918822085167e-05
1992-12-09,2.201127527510866e-06,3.145253206511074e-05
1992-12-10,2.8108799135661402e-06,3.619990045646685e-05
1992-12-11,2.425615287762602e-06,3.259376262784931e-05
1992-12-14,2.4252095368608675e-06,3.259369655646472e-05
1992-12-15,2.783855401561522e-06,3.56541693197078e-05
1992-12-16,2.897565849212476e-06,3.5970690974696456e-05
1992-12-17,2.897565849212476e-06,3.5970690974696456e-05
1992-12-18,2.5967198284349467e-06,3.44075324448886e-05
1992-12-21,2.6031047975338527e-06,3.4412137420593976e-05
1992-12-22,2.6255815790035746e-06,3.445426944949934e-05
1992-12-23,2.726119230889403e-06,3.471434034669515e-05
1992-12-24,2.789085687220244e-06,3.4877001598777675e-05
1992-12-28,2.9027462695631865e-06,3.565104159646694e-05
1992-12-29,3.013054662594015e-06,3.6507911518775425e-05
1992-12-30,3.013054662594015e-06,3.6507911518775425e-05
1992-12-31,3.0887757305589806e-06,3.703471847230794e-05
1993-01-04,3.1462371848855694e-06,3.717376483100272e-05
1993-01-05,3.1076775760162197e-06,3.706089839406516e-05
1993-01-06,3.059472181103624e-06,3.685750026747361e-05
1993-01-07,3.15057574137973e-06,3.716842636465652e-05
1993-01-08,2.755538332398786e-06,3.357197524667009e-05
1993-01-11,2.4378475872424663e-06,3.193103326453872e-05
1993-01-12,2.3100574451515874e-06,3.126339959237069e-05
1993-01-13,2.256771110240968e-06,3.102240533098563e-05
1993-01-14,2.9849229837246816e-06,3.705295397944551e-05
1993-01-15,3.3505159326130894e-06,3.98196821945092e-05
1993-01-18,3.393707690223885e-06,3.998174220261041e-05
1993-01-19,3.341800232512399e-06,3.978026774846752e-05
1993-01-20,3.3046197053515863e-06,3.971724031924779e-05
1993-01-21,3.2980510010420563e-06,3.9697199495525334e-05
1993-01-22,3.3556284346803577e-06,4.018948179512581e-05
1993-01-25,3.3614564718633566e-06,4.019310149153732e-05
1993-01-26,3.370446333091296e-06,4.02027074638404e-05
1993-01-27,4.153626562711341e-06,4.974588351375529e-05
1993-01-28,4.519848081221405e-06,5.121922695595548e-05
1993-01-29,4.174546719167787e-06,4.995497250595381e-05
1993-02-01,4.208268803961315e-06,4.998818655494385e-05
1993-02-02,3.99908819167778e-06,4.913458139176412e-05
1993-02-03,4.154354352878456e-06,4.944082850916883e-05
1993-02-04,4.58449183304078e-06,5.13078696317687e-05
1993-02-05,4.58449183304078e-06,5.13078696317687e-05
1993-02-08,4.460734626479324e-06,5.097551471674028e-05
1993-02-09,2.811005553507874e-06,3.236624217837738e-05
1993-02-10,2.794925505699776e-06,3.231397007081447e-05
1993-02-11,2.86070468217468e-06,3.23872180745272e-05
1993-02-12,5.012199040483683e-06,5.1389630213002795e-05
1993-02-16,5.083776591543592e-06,5.15138616180625e-05
1993-02-17,5.055500708520596e-06,5.126041659933888e-05
1993-02-18,3.8140562696158685e-06,4.115927156027141e-05
1993-02-19,3.0161966861160444e-06,3.68428921853356e-05
1993-02-22,2.9661726433145843e-06,3.674161432227229e-05
1993-02-23,2.244928093689248e-06,3.069640574330474e-05
1993-02-24,2.244928093689248e-06,3.069640574330474e-05
1993-02-25,2.3782845620059617e-06,3.145296530199736e-05
1993-02-26,2.4693518711193127e-06,3.181727453009617e-05
1993-03-01,2.5325740601187528e-06,3.2016268346311866e-05
1993-03-02,3.073013887146084e-06,3.5658172462643365e-05
1993-03-03,3.2021508748188423e-06,3.638054696547032e-05
1993-03-04,3.2221293941013565e-06,3.64109264874304e-05
1993-03-05,3.344007530441189e-06,3.700312751125943e-05
1993-03-08,3.3318255142310367e-06,3.69910387383645e-05
1993-03-09,3.4900267994589537e-06,3.961378090606636e-05
1993-03-10,3.4517399035728475e-06,3.9472637289745326e-05
1993-03-11,3.56578365143627e-06,3.9836399793404846e-05
1993-03-12,4.141240611022693e-06,4.328208665137522e-05
1993-03-15,4.102386291897144e-06,4.295734270759132e-05
1993-03-16,4.100852934310611e-06,4.305632011438097e-05
1993-03-17,4.100852934310611e-06,4.305632011438097e-05
1993-03-18,4.0511339765428775e-06,4.2970282932688214e-05
1993-03-19,4.0511339765428775e-06,4.2970282932688214e-05
1993-03-22,3.4079766013735546e-06,3.8996310788872465e-05
1993-03-23,3.668381239773894e-06,4.079257795914133e-05
1993-03-24,3.956587030876375e-06,4.1971855527165545e-05
1993-03-25,3.746776455891905e-06,4.107308987682095e-05
1993-03-26,3.6751623828169668e-06,4.077018779515988e-05
1993-03-29,4.092762727011962e-06,4.6033240071469416e-05
1993-03-30,3.6320002893392238e-06,4.2795561102605994e-05
1993-03-31,5.1018068481541366e-06,5.7162246694545216e-05
1993-04-01,5.220146073373233e-06,5.740127309777031e-05
1993-04-02,5.174884972243483e-06,5.734497854142952e-05
1993-04-05,3.4910618441375696e-06,4.2044913427700407e-05
1993-04-06,3.662098587656994e-06,4.2602175255819497e-05
1993-04-07,3.662098587656994e-06,4.2602175255819497e-05
1993-04-08,3.6202777427338294e-06,4.255290835592107e-05
1993-04-12,2.642984897615693e-06,3.359963435113409e-05
1993-04-13,2.644207977206806e-06,3.360002316564968e-05
1993-04-14,2.5946144890359117e-06,3.347358010724711e-05
1993-04-15,2.659381823033548e-06,3.387761592374438e-05
1993-04-16,2.6293611826700253e-06,3.3827868888246813e-05
1993-04-19,2.475887230484945e-06,2.9917928136741184e-05
1993-04-20,2.7131361159780195e-06,3.34288824112284e-05
1993-04-21,2.7131361159780195e-06,3.34288824112284e-05
1993-04-22,2.7250321977921977e-06,3.3448937682385035e-05
1993-04-23,3.067725859813613e-06,3.853461867739312e-05
1993-04-26,3.3066739964293285e-06,4.175930331454888e-05
1993-04-27,4.373787467726291e-06,5.473280818194969e-05
1993-04-28,4.920204920652926e-06,5.700244513750728e-05
1993-04-29,4.9067880324342915e-06,5.699034183412373e-05
1993-04-30,4.897823721682669e-06,5.658249808047758e-05
1993-05-03,4.99120815368589e-06,5.670721217347527e-05
1993-05-04,5.038181436843096e-06,5.686324062171114e-05
1993-05-05,5.028152895288458e-06,5.681756278700877e-05
1993-05-06,4.91626806166208e-06,5.6588213477062214e-05
1993-05-07,3.879203570573968e-06,4.3629460348926546e-05
1993-05-10,3.872634462802399e-06,4.180532977095596e-05
1993-05-11,3.838746023186549e-06,4.17501170033645e-05
1993-05-12,3.871351311855351e-06,4.180000484574997e-05
1993-05-13,3.7860687423448385e-06,4.1600889110612006e-05
1993-05-14,3.534309476625043e-06,3.9319917582390374e-05
1993-05-17,3.828588695380757e-06,4.090891511910454e-05
1993-05-18,3.6599674175152116e-06,3.9680501516320415e-05
1993-05-19,3.645876077837522e-06,3.9666084964520075e-05
1993-05-20,3.6895007883126846e-06,3.98606447482604e-05
1993-05-21,3.381789562163548e-06,3.840650072551268e-05
1993-05-24,3.2672541778849107e-06,3.764753149506412e-05
1993-05-25,3.4099426709299534e-06,3.8049666737574094e-05
1993-05-26,3.5761539618873474e-06,3.852157151368673e-05
1993-05-27,3.8046456967663015e-06,3.956878266997221e-05
1993-05-28,3.2010141985001225e-06,3.129227770869549e-05
1993-06-01,3.0174093354279793e-06,3.024134676392078e-05
1993-06-02,2.809974363164271e-06,2.915246313358146e-05
1993-06-03,3.068645446068873e-06,3.067401718093738e-05
1993-06-04,2.936713882699208e-06,2.9646645749688016e-05
1993-06-07,3.2581801093221484e-06,3.288023120886352e-05
1993-06-08,3.2581801093221484e-06,3.288023120886352e-05
1993-06-09,3.110805714488123e-06,3.2162064989037245e-05
1993-06-10,3.083320697225109e-06,3.1915850723859246e-05
1993-06-11,3.0462119834691386e-06,3.193427785357958e-05
1993-06-14,2.9119355539989446e-06,3.082868814858778e-05
1993-06-15,3.3309872675352325e-06,3.37494544437673e-05
1993-06-16,3.467040651686292e-06,3.4108802146194715e-05
1993-06-17,3.4493341158573773e-06,3.481821866314566e-05
1993-06-18,3.4313998105025525e-06,3.477446134214902e-05
1993-06-21,3.4313998105025525e-06,3.477446134214902e-05
1993-06-22,3.245591796063458e-06,3.418717358305797e-05
1993-06-23,3.2431404917632787e-06,3.449105491659139e-05
1993-06-24,3.2439235121012612e-06,3.4491241123907515e-05
1993-06-25,2.867345214308468e-06,3.206034632355237e-05
1993-06-28,2.8036447778612523e-06,3.1810797521732284e-05
1993-06-29,3.204945692269407e-06,3.5891337735511527e-05
1993-06-30,3.4566504471254716e-06,3.689725191628977e-05
1993-07-01,3.531895837542147e-06,3.768194047790416e-05
1993-07-02,3.631315867463006e-06,3.751349738958994e-05
1993-07-06,3.4808025923833695e-06,3.700403123360699e-05
1993-07-07,3.8703781788097394e-06,3.9925330379796974e-05
1993-07-08,5.17094331128221e-06,4.887976397226939e-05
1993-07-09,5.190586397697177e-06,4.881525401298862e-05
1993-07-12,4.91517235862081e-06,4.6764269064440854e-05
1993-07-13,4.729147198301406e-06,4.603191561211787e-05
1993-07-14,4.566039235169423e-06,4.516628244035128e-05
1993-07-15,4.598285839792996e-06,4.520896815294591e-05
1993-07-16,5.0738738994342316e-06,4.899690539935318e-05
1993-07-19,4.995859758334249e-06,4.884001614320904e-05
1993-07-20,5.136861101909276e-06,4.920778529168122e-05
1993-07-21,5.685794304098278e-06,5.200350232364089e-05
1993-07-22,5.764149763948509e-06,5.246842816498006e-05
1993-07-23,5.7631873009417645e-06,5.246823127159224e-05
1993-07-26,5.5968355090628425e-06,5.2036012884956524e-05
1993-07-27,5.596472512068e-06,5.203587916797824e-05
1993-07-28,5.3000781244263804e-06,5.049342427435414e-05
1993-07-29,5.5114745515093e-06,5.1002821804577464e-05
1993-07-30,4.949447689512006e-06,4.6937262339889546e-05
1993-08-02,5.916647270514844e-06,5.2976514125030115e-05
1993-08-03,6.010403978695794e-06,5.3203560378370035e-05
1993-08-04,6.658248325231404e-06,5.781429595484438e-05
1993-08-05,5.71769433844207e-06,5.213235671922591e-05
1993-08-06,5.091521655044296e-06,4.874198102312148e-05
1993-08-09,4.790802182662231e-06,4.76907954946175e-05
1993-08-10,4.790802182662231e-06,4.76907954946175e-05
1993-08-11,4.426080240816847e-06,4.6153432514204014e-05
1993-08-12,4.4022456747195005e-06,4.579101368637978e-05
1993-08-13,4.893958493197284e-06,5.020979615710796e-05
1993-08-16,4.908249074279723e-06,5.022200142915506e-05
1993-08-17,4.685427690809865e-06,4.892915409073766e-05
1993-08-18,4.760043198187813e-06,4.9044833109540725e-05
1993-08-19,4.756522718641085e-06,4.90433832878572e-05
1993-08-20,4.1525419925832765e-06,4.419543781606683e-05
1993-08-23,4.1374216274500805e-06,4.41813666196813e-05
1993-08-24,3.1287347455327434e-06,3.560904409919434e-05
1993-08-25,3.129961833991434e-06,3.5609427696845026e-05
1993-08-26,3.1548778332283033e-06,3.5590218246396835e-05
1993-08-27,3.135594525240668e-06,3.5551905561109943e-05
1993-08-30,3.1353302984007303e-06,3.555171311997907e-05
1993-08-31,3.269433094878682e-06,3.642520485332565e-05
1993-09-01,3.293981801190773e-06,3.551471945962434e-05
1993-09-02,3.309483089633451e-06,3.553265953828532e-05
1993-09-03,3.1814527898024207e-06,3.50407148820759e-05
1993-09-07,3.1509160481674723e-06,3.49899887646894e-05
1993-09-08,3.1509160481674723e-06,3.49899887646894e-05
1993-09-09,3.3080313644911192e-06,3.651866324833564e-05
1993-09-10,3.449875694243652e-06,3.700319983498351e-05
1993-09-13,3.479610213702686e-06,3.71542448210162e-05
1993-09-14,3.4723108098885557e-06,3.715098074170911e-05
1993-09-15,3.1177859957442486e-06,3.4485785960608695e-05
1993-09-16,3.1177859957442486e-06,3.4485785960608695e-05
1993-09-17,3.1767449992699404e-06,3.479009684156023e-05
1993-09-20,2.741453405633972e-06,3.177382277894702e-05
1993-09-21,3.1668926697071447e-06,3.523385348809688e-05
1993-09-22,3.532548441455072e-06,3.7326089630832536e-05
1993-09-23,3.4959188367370754e-06,3.7280720489914104e-05
1993-09-24,3.1082018264976088e-06,3.510682254107532e-05
1993-09-27,2.8892030471503593e-06,3.430899291580396e-05
1993-09-28,2.4503543721630263e-06,2.9639912702029923e-05
1993-09-29,2.5674913113422173e-06,3.0111464061185865e-05
1993-09-30,2.4877108800969116e-06,2.9780620733474075e-05
1993-10-01,2.4877108800969116e-06,2.9780620733474075e-05
1993-10-04,2.463272899837499e-06,2.950688900202021e-05
1993-10-05,2.45672568413931e-06,2.9433857759067395e-05
1993-10-06,2.3876903733476373e-06,2.932212157221305e-05
1993-10-07,2.3143211585761106e-06,2.9066601837604457e-05
1993-10-08,2.2357659067339126e-06,2.8716432885119885e-05
1993-10-11,2.3046729718866614e-06,2.8928685710511184e-05
1993-10-12,2.5082178317458176e-06,2.9729937038193708e-05
1993-10-13,2.207950621788878e-06,2.7032525544058817e-05
1993-10-14,2.3126031774610346e-06,2.7546258933431357e-05
1993-10-15,2.3820057610863176e-06,2.772052737609993e-05
1993-10-18,2.339382584342985e-06,2.7582601759342555e-05
1993-10-19,2.339382584342985e-06,2.7582601759342555e-05
1993-10-20,2.782363470551608e-06,3.2460824585571256e-05
1993-10-21,2.7664099873509726e-06,3.2402935065440854e-05
1993-10-22,2.8979569580075076e-06,3.282447657888828e-05
1993-10-25,3.030374111365234e-06,3.314936786799987e-05
1993-10-26,2.5383653619545487e-06,2.7775637002480617e-05
1993-10-27,2.818206391515157e-06,2.9670491309981457e-05
1993-10-28,2.6697691049364203e-06,2.836872208901027e-05
1993-10-29,2.577469665257774e-06,2.807359422471403e-05
1993-11-01,2.7531391571406333e-06,2.955657816779136e-05
1993-11-02,2.6207837298973477e-06,2.8067638453049886e-05
1993-11-03,2.6207837298973477e-06,2.8067638453049886e-05
1993-11-04,2.1711462369639627e-06,2.3536118101361664e-05
1993-11-05,2.3076165593351885e-06,2.5369956088301463e-05
1993-11-08,2.3956167828649825e-06,2.6165126221556876e-05
1993-11-09,2.160552992755388e-06,2.44356710130191e-05
1993-11-10,2.0182345335449596e-06,2.328794599249899e-05
1993-11-11,1.834258923566511e-06,2.1554109318934416e-05
1993-11-12,1.8384245358613268e-06,2.1557310586523595e-05
1993-11-15,2.6949261271674858e-06,3.165186452561254e-05
1993-11-16,2.9473031827155265e-06,3.3162029626778954e-05
1993-11-17,2.9473031827155265e-06,3.3162029626778954e-05
1993-11-18,2.931083439378303e-06,3.314090781143188e-05
1993-11-19,2.99681470505157e-06,3.330976064869933e-05
1993-11-22,3.048336956549034e-06,3.3513273038636746e-05
1993-11-23,3.016893751589511e-06,3.3379896062629634e-05
1993-11-24,3.1728738918769044e-06,3.434417629082281e-05
1993-11-26,2.8878503693659248e-06,3.277192414127705e-05
1993-11-29,3.2993015695602483e-06,3.496290378493899e-05
1993-11-30,3.352233364433858e-06,3.511313901058617e-05
1993-12-01,3.3654462694057877e-06,3.518028303039635e-05
1993-12-02,3.652463180110677e-06,3.6880693065325785e-05
1993-12-03,3.711057696100261e-06,3.697410488441804e-05
1993-12-06,4.1161087169227e-06,4.0268715707120584e-05
1993-12-07,4.2116210498732e-06,4.0791122019956086e-05
1993-12-08,4.145964065978227e-06,4.065340072152914e-05
1993-12-09,3.991829570851546e-06,3.907188616473299e-05
1993-12-10,4.128406489080934e-06,4.076628520750555e-05
1993-12-13,3.787459246270073e-06,3.8217455759565914e-05
1993-12-14,3.793948540013724e-06,3.860074584114654e-05
1993-12-15,3.882252782318278e-06,3.8536999883671924e-05
1993-12-16,3.34411422635734e-06,3.408519788864985e-05
1993-12-17,3.4068679199571935e-06,3.468923090014214e-05
1993-12-20,3.752721155389058e-06,3.632247298310005e-05
1993-12-21,3.771631955348174e-06,3.634635312359154e-05
1993-12-22,3.854072506019658e-06,3.6987649319863174e-05
1993-12-23,3.843988857144779e-06,3.6747438760209465e-05
1993-12-27,3.8146235971697283e-06,3.6673334661388234e-05
1993-12-28,3.4352664646794003e-06,3.528713625069044e-05
1993-12-29,3.5005893156942243e-06,3.542113299985495e-05
1993-12-30,3.81610601425601e-06,3.669016433430766e-05
1993-12-31,4.09824821169575e-06,3.850107170632938e-05
1994-01-03,4.034310400521111e-06,3.855050242715941e-05
1994-01-04,4.1261610176522144e-06,3.884534191728162e-05
1994-01-05,3.854511416625161e-06,3.73904146507926e-05
1994-01-06,3.6705757814982157e-06,3.668050227914664e-05
1994-01-07,3.821782485505862e-06,3.74966219706391e-05
1994-01-10,3.868553872002313e-06,4.009659779540336e-05
1994-01-11,3.868553872002313e-06,4.009659779540336e-05
1994-01-12,3.736290181639209e-06,3.9594888900659914e-05
1994-01-13,3.5902999796470614e-06,3.925178069566917e-05
1994-01-14,3.1709435742456767e-06,3.465646786806579e-05
1994-01-17,3.323595221821848e-06,3.6217659514080435e-05
1994-01-18,3.4963345749269684e-06,3.716461865029213e-05
1994-01-19,3.4890241750255733e-06,3.7151665964558555e-05
1994-01-20,3.3385886309748567e-06,3.6872537753520446e-05
1994-01-21,3.46059047820821e-06,3.7391440950614816e-05
1994-01-24,3.96151313604146e-06,3.9669317764236516e-05
1994-01-25,3.6498574114936806e-06,3.826869345027751e-05
1994-01-26,3.47233196486004e-06,3.644707969430091e-05
1994-01-27,3.577499333156855e-06,3.683460469590674e-05
1994-01-28,3.674818443764244e-06,3.703568146263589e-05
1994-01-31,3.7485637492987465e-06,3.728591369054897e-05
1994-02-01,3.7485637492987465e-06,3.728591369054897e-05
1994-02-02,3.5458489718108205e-06,3.5110115589193105e-05
1994-02-03,3.539470659486729e-06,3.45790857185603e-05
1994-02-04,3.334671210276492e-06,3.369651913155195e-05
1994-02-07,3.836817693449224e-06,3.723288256705518e-05
1994-02-08,3.97397583248006e-06,3.7765790160880874e-05
1994-02-09,4.211834913753034e-06,3.9017262543531616e-05
1994-02-10,4.211834913753034e-06,3.9017262543531616e-05
1994-02-11,4.245236751361044e-06,3.9069480311512095e-05
1994-02-14,4.194225649420752e-06,3.895433902148277e-05
1994-02-15,4.361685746670425e-06,3.906787570895874e-05
1994-02-16,4.180440584220257e-06,3.860118633011665e-05
1994-02-17,4.810676876516613e-06,4.280884898405084e-05
1994-02-18,4.810676876516613e-06,4.280884898405084e-05
1994-02-22,4.810676876516613e-06,4.280884898405084e-05
1994-02-23,4.437730815714061e-06,4.014879425881555e-05
1994-02-24,4.436922194103511e-06,4.0148533730480435e-05
1994-02-25,5.025731077409944e-06,4.2998525004311344e-05
1994-02-28,5.0012010982366915e-06,4.2932666065533364e-05
1994-03-01,4.9935244031518665e-06,4.2921570738631775e-05
1994-03-02,4.987870633808239e-06,4.365739964124737e-05
1994-03-03,4.844744013284966e-06,4.244482051136951e-05
1994-03-04,4.839536587547389e-06,4.240812047988393e-05
1994-03-07,4.798593885980268e-06,4.2328451354780074e-05
1994-03-08,4.562496760630909e-06,4.0900814572886436e-05
1994-03-09,4.465323484436295e-06,3.96786283073196e-05
1994-03-10,4.152357166698835e-06,3.700654720906426e-05
1994-03-11,4.634194357916791e-06,4.190902775622261e-05
1994-03-14,4.323262005792743e-06,4.065423985970042e-05
1994-03-15,4.2424666392652e-06,4.026966039493155e-05
1994-03-16,4.284292061238336e-06,4.0338865006258576e-05
1994-03-17,3.689523091498769e-06,3.7019996174243565e-05
1994-03-18,3.2896074842567347e-06,3.521046839912324e-05
1994-03-21,3.850338860048574e-06,3.924868812980562e-05
1994-03-22,3.5471774405107634e-06,3.647482712895567e-05
1994-03-23,3.3841072796603754e-06,3.602556942660209e-05
1994-03-24,3.2953802985491706e-06,3.5781266387571034e-05
1994-03-25,3.2834772496525524e-06,3.574430145107822e-05
1994-03-28,3.880498101581784e-06,3.981376875982073e-05
1994-03-29,3.674996710164703e-06,3.796024511329159e-05
