,L1,L2
1998-09-17,6.440628683880977e-06,7.955175746244061e-05
1998-09-18,4.46491964494954e-06,6.02182708746384e-05
1998-09-21,5.369513746606403e-06,6.352671843549671e-05
1998-09-22,5.42218079006554e-06,6.359001577361137e-05
1998-09-23,5.42218079006554e-06,6.359001577361137e-05
1998-09-24,6.6468760662017e-06,7.551877065150067e-05
1998-09-25,6.6468760662017e-06,7.551877065150067e-05
1998-09-28,6.115417851562112e-06,7.232981654779153e-05
1998-09-29,6.160176207220511e-06,7.274965418861859e-05
1998-09-30,5.203167519226824e-06,6.259266862270184e-05
1998-10-01,5.203167519226824e-06,6.259266862270184e-05
1998-10-02,5.177515689748622e-06,6.263619242046867e-05
1998-10-05,1.2984148125207929e-05,0.00014032010418178645
1998-10-06,1.3650117183452118e-05,0.00014160366086951904
1998-10-07,1.667301105155423e-05,0.00017800817855692324
1998-10-08,1.6738299390824552e-05,0.00017803863433810919
1998-10-09,1.6650438925580802e-05,0.00017824854939654168
1998-10-12,2.0273248525352137e-05,0.00021295604247531546
1998-10-13,2.032895899801211e-05,0.0002130630926923017
1998-10-14,7.707333145107977e-06,8.071094183101986e-05
1998-10-15,7.813007453783245e-06,8.120742734346867e-05
1998-10-16,9.246407723878933e-06,9.01961215948921e-05
1998-10-19,7.972955525100501e-06,8.193093779716769e-05
1998-10-20,7.645206247652619e-06,8.093605965742371e-05
1998-10-21,9.553320229546884e-06,0.00010398779538441177
1998-10-22,9.214579726649891e-06,0.00010534995975771297
1998-10-23,1.0453698127496506e-05,0.00011210768249797543
1998-10-26,1.0453698127496506e-05,0.00011210768249797543
1998-10-27,5.764613022927794e-06,7.315027186108809e-05
1998-10-28,5.571449953022933e-06,7.277445588718681e-05
1998-10-29,3.5722425161145916e-06,5.8328604838021554e-05
1998-10-30,5.401356226462631e-06,6.963235738032968e-05
1998-11-02,4.334271629055568e-06,6.237314597019652e-05
1998-11-03,5.120608239409221e-06,6.496896798753959e-05
1998-11-04,6.264869758726665e-06,7.514765165781947e-05
1998-11-05,6.322144133357571e-06,7.52080883801508e-05
1998-11-06,4.779786212729536e-06,6.31546028523797e-05
1998-11-09,4.72251183809863e-06,6.308261926497826e-05
1998-11-10,7.007970708024877e-06,7.921644250485281e-05
1998-11-11,6.983702906777748e-06,7.923782814452535e-05
1998-11-12,8.062746554160387e-06,9.085885951228353e-05
1998-11-13,8.062746554160387e-06,9.085885951228353e-05
1998-11-16,8.064024280686983e-06,9.086257025004216e-05
1998-11-17,8.064024280686983e-06,9.086257025004216e-05
1998-11-18,1.4387257713724316e-05,0.0001545253042319478
1998-11-19,6.778273112487425e-06,7.710217219746319e-05
1998-11-20,6.778273112487425e-06,7.710217219746319e-05
1998-11-23,1.620589611514538e-05,0.0001589334536444252
1998-11-24,1.566710589422298e-05,0.00015811837110991654
1998-11-25,1.6242550665844484e-05,0.0001595335159016624
1998-11-27,1.473365998342022e-05,0.0001563260698005285
1998-11-30,1.8887992376617927e-05,0.00017505950466513174
1998-12-01,2.1705174553357828e-05,0.0001919671430992971
1998-12-02,2.1491145415753625e-05,0.00019179590225962623
1998-12-03,1.2160277871573592e-05,0.00013219555640851918
1998-12-04,1.2160277871573592e-05,0.00013219555640851918
1998-12-07,1.3456103131700709e-05,0.00013658775889833276
1998-12-08,9.323603246481334e-06,0.00010050322107715406
1998-12-09,9.201818649951821e-06,0.00010043534629716599
1998-12-10,9.144675336231323e-06,0.00010035780174134535
1998-12-11,3.2544293400705653e-06,4.6090939720537795e-05
1998-12-14,3.5028984706393567e-06,4.697643467145239e-05
1998-12-15,3.5028984706393567e-06,4.697643467145239e-05
1998-12-16,3.453260750871162e-06,4.688665877115639e-05
1998-12-17,6.942692673559265e-06,8.089466366189901e-05
1998-12-18,5.547890233141889e-06,7.297515572649074e-05
1998-12-21,5.601542009385012e-06,7.303190794064584e-05
1998-12-22,1.4371189677321066e-05,0.00015555081936671715
1998-12-23,1.4371189677321066e-05,0.00015555081936671715
1998-12-24,1.4371189677321066e-05,0.00015555081936671715
1998-12-28,1.4371189677321066e-05,0.00015555081936671715
1998-12-29,1.4153471246832778e-05,0.0001553810026686139
1998-12-30,1.3355573100686546e-05,0.00015381158049927236
1998-12-31,1.3355573100686546e-05,0.00015381158049927236
1999-01-04,1.2619418140465406e-05,0.00014644786042618835
1999-01-05,1.249562890843177e-05,0.00014634898299597653
1999-01-06,1.2483627143352734e-05,0.00014634647011372567
1999-01-07,1.2701317694204273e-05,0.00014658423431687884
1999-01-08,1.2664153055151568e-05,0.00014656978837761556
1999-01-11,1.2664153055151568e-05,0.00014656978837761556
1999-01-12,9.686682997833967e-06,0.00013226816148271509
1999-01-13,9.208426372568352e-06,0.00013089910521050865
1999-01-14,9.208426372568352e-06,0.00013089910521050865
1999-01-15,9.208426372568352e-06,0.00013089910521050865
1999-01-19,9.154676280860548e-06,0.00013086738806091324
1999-01-20,5.738879308373175e-06,9.039261166945452e-05
1999-01-21,5.738879308373175e-06,9.039261166945452e-05
1999-01-22,5.507759972828947e-06,8.9981543451905e-05
1999-01-25,5.290619688009733e-06,8.96051869358666e-05
1999-01-26,5.556471072397624e-06,9.01135853693663e-05
1999-01-27,5.556471072397624e-06,9.01135853693663e-05
1999-01-28,4.582650314228424e-07,1.1688723029561072e-05
1999-01-29,6.692558012324001e-07,1.3707856350567636e-05
1999-02-01,6.886165725784273e-07,1.3773132828389824e-05
1999-02-02,1.0283232037985102e-06,1.7375375925456785e-05
1999-02-03,8.004447180940575e-07,1.578442263727166e-05
1999-02-04,8.004447180940575e-07,1.578442263727166e-05
1999-02-05,8.079694119547997e-07,1.5798503074406094e-05
1999-02-08,1.5194219985410615e-06,2.5598067667374682e-05
1999-02-09,1.6135285023166124e-06,2.60816954575572e-05
1999-02-10,3.765006214542214e-06,5.417765187540015e-05
1999-02-11,3.765006214542214e-06,5.417765187540015e-05
1999-02-12,3.691324640188882e-06,5.394574423426723e-05
1999-02-16,9.960210376693392e-06,9.970676617969973e-05
1999-02-17,9.92089822898598e-06,9.957048632574257e-05
1999-02-18,8.922903460121831e-06,9.380604549674365e-05
1999-02-19,6.653321225605274e-06,8.072610782652738e-05
1999-02-22,6.732648280955809e-06,8.12244786212318e-05
1999-02-23,7.334473191800052e-06,8.257243338432347e-05
1999-02-24,8.129019023805675e-06,8.585133950392872e-05
1999-02-25,5.803586723699002e-06,6.291045460850478e-05
1999-02-26,5.140875293391892e-06,5.7044634091870704e-05
1999-03-01,5.371705323458177e-06,5.768585426615883e-05
1999-03-02,6.0101244449217036e-06,6.278953586620507e-05
1999-03-03,7.0059655145639795e-06,6.927058466986621e-05
1999-03-04,5.9850618730390336e-06,6.317111185098215e-05
1999-03-05,6.461886370796742e-06,6.513190252812625e-05
1999-03-08,6.00183419378843e-06,6.46392826890031e-05
1999-03-09,8.597612603936085e-06,8.611674032541965e-05
1999-03-10,8.084046814178896e-06,8.39706030591548e-05
1999-03-11,8.682319153891897e-06,8.73962376321257e-05
1999-03-12,1.0226711148016344e-05,9.444882537659896e-05
1999-03-15,8.315224830926523e-06,8.462401354236013e-05
1999-03-16,8.312333915589677e-06,8.462822947311647e-05
1999-03-17,8.207918926620133e-06,8.515846893385353e-05
1999-03-18,8.188078232945624e-06,8.514757524663379e-05
1999-03-19,6.570543772309918e-06,7.116381858765659e-05
1999-03-22,6.570543772309918e-06,7.116381858765659e-05
1999-03-23,6.570543772309918e-06,7.116381858765659e-05
1999-03-24,6.371670960975135e-06,6.934274710647078e-05
1999-03-25,6.984191449889746e-06,7.909810400239275e-05
1999-03-26,7.254238949339124e-06,7.80524605129489e-05
1999-03-29,1.106793374967624e-05,0.00011948554518113443
1999-03-30,1.1498578560641204e-05,0.00012231850703388428
1999-03-31,1.2351600994891085e-05,0.00013230492791514105
1999-04-01,1.431550749821419e-05,0.00013757251493945572
1999-04-05,9.141823547586383e-06,9.373791905353835e-05
1999-04-06,9.141823547586383e-06,9.373791905353835e-05
1999-04-07,9.16914886362642e-06,9.392810971701871e-05
1999-04-08,9.193933374206075e-06,9.395185897564302e-05
1999-04-09,5.963175623978815e-06,6.322652545963995e-05
1999-04-12,4.560410678938571e-06,5.3719128086795875e-05
1999-04-13,4.560410678938571e-06,5.3719128086795875e-05
1999-04-14,5.384569724836793e-06,5.8175444134815565e-05
1999-04-15,5.271070338064802e-06,5.7818699142209574e-05
1999-04-16,4.954356842688832e-06,5.680907646601184e-05
1999-04-19,4.130729191794789e-06,5.2235559001395795e-05
1999-04-20,4.267267331838704e-06,5.2704690267188096e-05
1999-04-21,3.6444932910240125e-06,4.870394234958372e-05
1999-04-22,5.047190796310582e-06,5.9022117923235736e-05
1999-04-23,5.047190796310582e-06,5.9022117923235736e-05
1999-04-26,5.238750517823565e-06,5.978772704273946e-05
1999-04-27,6.417804558947372e-06,6.621508718543503e-05
1999-04-28,6.30945792701224e-06,6.875262311543937e-05
1999-04-29,5.767540307546366e-06,6.682320397358788e-05
1999-04-30,6.378809007811836e-06,6.930726068663911e-05
1999-05-03,7.571505449545963e-06,7.65973849456328e-05
1999-05-04,7.571505449545963e-06,7.65973849456328e-05
1999-05-05,6.886117312297856e-06,7.165867691355772e-05
1999-05-06,6.740359274982955e-06,7.0842787476895e-05
1999-05-07,6.701784724116399e-06,7.074607600373137e-05
1999-05-10,7.426516519011911e-06,7.549799811187773e-05
1999-05-11,8.67739888543134e-06,8.31392328554297e-05
1999-05-12,8.175737473201656e-06,8.008590528189849e-05
1999-05-13,1.0369933072175758e-05,0.00010179030045858481
1999-05-14,8.962278975826459e-06,9.61605476439445e-05
1999-05-17,9.042391884787325e-06,9.624015962009317e-05
1999-05-18,6.0383512116096424e-06,6.579000691866432e-05
1999-05-19,6.765564561223587e-06,6.920301911646695e-05
1999-05-20,9.205806165319197e-06,0.00010093904113556639
1999-05-21,4.533427403635999e-06,5.023887543723065e-05
1999-05-24,5.9203968573865046e-06,6.494652307815529e-05
1999-05-25,5.5956277979766885e-06,6.399048401799524e-05
1999-05-26,5.518298364361925e-06,6.387812111937271e-05
1999-05-27,5.747955062396272e-06,6.445024796677817e-05
1999-05-28,5.9276457455991615e-06,6.484293163258691e-05
1999-06-01,1.0272568670079773e-05,0.0001013616941708965
1999-06-02,1.0837237403049874e-05,0.00010258501697643109
1999-06-03,1.0971310098014441e-05,0.00010289421541210575
1999-06-04,1.0747806494920101e-05,0.00010253303958472947
1999-06-07,1.0879315945892809e-05,0.00010268840516308389
1999-06-08,1.248796940764223e-05,0.00011868480603232261
1999-06-09,1.3732044416977391e-05,0.00012252889946646025
1999-06-10,8.135360898079478e-06,7.492582802733557e-05
1999-06-11,7.906913095476322e-06,7.386284029786152e-05
1999-06-14,6.3816816486028416e-06,6.658561425892988e-05
1999-06-15,5.641418020126499e-06,6.252020086868442e-05
1999-06-16,5.751249281138445e-06,6.31923557921414e-05
1999-06-17,5.677157553404065e-06,6.290212153307839e-05
1999-06-18,6.533521212237751e-06,6.939152681637751e-05
1999-06-21,7.029053194066359e-06,7.104924509061016e-05
1999-06-22,6.689187493142232e-06,7.01139066456371e-05
1999-06-23,6.048923405563902e-06,6.756798907976038e-05
1999-06-24,6.1058279744419285e-06,6.763533842494185e-05
1999-06-25,6.064205653562032e-06,6.756319710953268e-05
1999-06-28,5.985710276106734e-06,6.776946991452521e-05
1999-06-29,6.712686740862375e-06,7.07505689041609e-05
1999-06-30,5.333936181836923e-06,6.555658392273496e-05
1999-07-01,5.405562498962392e-06,6.565464444780876e-05
1999-07-02,5.150517577415779e-06,6.487588012995365e-05
1999-07-06,5.109021876016238e-06,6.587930293462081e-05
1999-07-07,4.979820779632132e-06,6.563762767481357e-05
1999-07-08,1.0750274057890337e-06,1.7135029289670483e-05
1999-07-09,8.250258681722882e-07,1.3461323648988002e-05
1999-07-12,8.020836870165962e-07,1.337510866635365e-05
1999-07-13,7.927219692377805e-07,1.3340006577909559e-05
1999-07-14,7.193887405746728e-07,1.2810024669444777e-05
1999-07-15,7.193887405746728e-07,1.2810024669444777e-05
1999-07-16,8.007436630719714e-07,1.3689775601849292e-05
1999-07-19,7.183171867603746e-07,1.3109393724294195e-05
1999-07-20,1.4466969729216278e-06,2.8141329975436244e-05
1999-07-21,1.5029034617786852e-06,2.8447978075291213e-05
1999-07-22,4.3539690905107223e-07,9.231633466518847e-06
1999-07-23,5.76790123119114e-07,1.1703379828883672e-05
1999-07-26,7.285437892542159e-07,1.3277331523354818e-05
1999-07-27,6.722077239815259e-07,1.2937292287380222e-05
1999-07-28,4.5789594191487905e-07,1.091302859938141e-05
1999-07-29,1.152553934074152e-06,2.250475339834856e-05
1999-07-30,1.99375193162794e-06,3.157416738775159e-05
1999-08-02,1.959703750421457e-06,3.142254433786087e-05
1999-08-03,2.1491742439401057e-06,3.3016760369022185e-05
1999-08-04,3.026688399130483e-06,4.133445668275831e-05
1999-08-05,2.3370357735325257e-06,3.635725261282168e-05
1999-08-06,1.5558970365965332e-06,2.895527884208177e-05
1999-08-09,2.300854902166886e-06,3.5593769169386227e-05
1999-08-10,2.300854902166886e-06,3.5593769169386227e-05
1999-08-11,2.1069612718478666e-06,3.478508133723172e-05
1999-08-12,2.1069612718478666e-06,3.478508133723172e-05
1999-08-13,2.1069612718478666e-06,3.478508133723172e-05
1999-08-16,2.1708137280699733e-06,3.548986325792167e-05
1999-08-17,2.305170264291643e-06,3.593249573052606e-05
1999-08-18,2.305170264291643e-06,3.593249573052606e-05
1999-08-19,2.036698732571788e-06,3.289035841755474e-05
1999-08-20,2.159517604278724e-06,3.334830364576887e-05
1999-08-23,2.159517604278724e-06,3.334830364576887e-05
1999-08-24,2.159517604278724e-06,3.334830364576887e-05
1999-08-25,2.971941844101244e-06,4.207975659023923e-05
1999-08-26,2.9745875300799533e-06,4.208080978717776e-05
1999-08-27,3.1246124471586853e-06,4.2538222932949416e-05
1999-08-30,3.4351524236025696e-06,4.595679371249349e-05
1999-08-31,3.585106471145286e-06,4.6469809586290976e-05
1999-09-01,2.5504914990206025e-06,3.8215855259179266e-05
1999-09-02,2.1298437126501085e-06,3.384223333658795e-05
1999-09-03,4.558874423712709e-06,6.057538811898969e-05
1999-09-07,4.481656516573898e-06,6.049720300185846e-05
1999-09-08,4.46322567528428e-06,6.0483485595775535e-05
1999-09-09,4.525120080887981e-06,6.0565119437808406e-05
1999-09-10,3.4787487900305415e-06,5.432101448618171e-05
1999-09-13,3.446483458553614e-06,5.428693447340059e-05
1999-09-14,4.758796972468745e-06,6.572024130786563e-05
1999-09-15,4.1844028780426275e-06,5.8967784124974105e-05
1999-09-16,4.136321380101685e-06,5.89082335267461e-05
1999-09-17,4.13371583493452e-06,5.8910244853325336e-05
1999-09-20,4.974053831945436e-06,6.225211789792912e-05
1999-09-21,3.6885885661068447e-06,5.386548946813689e-05
1999-09-22,3.5974346937266116e-06,5.294768067150075e-05
1999-09-23,3.3216208205557157e-06,5.2009253020937525e-05
1999-09-24,3.6769570454288964e-06,5.37702258118797e-05
1999-09-27,5.200199815131635e-06,6.273991904835021e-05
1999-09-28,5.858925194977205e-06,6.631125874220265e-05
1999-09-29,6.518519547913333e-06,6.895100736380326e-05
1999-09-30,6.5485107258177645e-06,6.910985774453384e-05
1999-10-01,4.7468574352014635e-06,5.624923678142648e-05
1999-10-04,3.5365095083263513e-06,4.6132759835825415e-05
1999-10-05,3.499263850386875e-06,4.608277550037937e-05
1999-10-06,3.488105160112374e-06,4.607415475848286e-05
1999-10-07,5.369063298702107e-06,6.319738588097715e-05
1999-10-08,5.369063298702107e-06,6.319738588097715e-05
1999-10-11,5.958161524096253e-06,6.553648345125722e-05
1999-10-12,6.711468811977113e-06,6.880383473675725e-05
1999-10-13,5.751372389877929e-06,6.408523903790318e-05
1999-10-14,5.751372389877929e-06,6.408523903790318e-05
1999-10-15,4.676913960877397e-06,5.3004106448483786e-05
1999-10-18,5.3703166898997895e-06,5.745812691205412e-05
1999-10-19,6.495921306248003e-06,6.83512916252292e-05
1999-10-20,5.720351355387213e-06,6.445119419608216e-05
1999-10-21,7.82696770224296e-06,8.56771780268647e-05
1999-10-22,8.48549431969913e-06,9.239499396912503e-05
1999-10-25,8.831377566024954e-06,9.31268669794061e-05
1999-10-26,1.1125297247549158e-05,0.00011362963362385223
1999-10-27,1.2418939393590505e-05,0.0001227375100080085
1999-10-28,1.2169482336544462e-05,0.00012239604872359678
1999-10-29,1.0575958881987619e-05,0.00011481346274535706
1999-11-01,1.2595501994153352e-05,0.00012291388291011185
1999-11-02,1.0569412124761463e-05,0.0001105500934121848
1999-11-03,9.373933729246506e-06,0.0001057348520503735
1999-11-04,3.282145860697645e-06,4.314529774876753e-05
1999-11-05,1.6630011379721463e-06,2.6547853677540677e-05
1999-11-08,1.396937437455077e-06,2.4783831396794715e-05
1999-11-09,2.5572406102658942e-06,3.80433472170218e-05
1999-11-10,2.0725228316166306e-06,3.485090094625802e-05
1999-11-11,1.8415946453410657e-06,3.268516550719001e-05
1999-11-12,2.1184529004627387e-06,3.681704397043586e-05
1999-11-15,2.1184529004627387e-06,3.681704397043586e-05
1999-11-16,2.3186357342928895e-06,3.633674543955631e-05
1999-11-17,2.816329894985217e-06,3.9428453323421095e-05
1999-11-18,2.816329894985217e-06,3.9428453323421095e-05
1999-11-19,3.155001200324026e-06,4.067779860716059e-05
1999-11-22,3.155001200324026e-06,4.067779860716059e-05
1999-11-23,3.2810560996795884e-06,4.094166191624316e-05
1999-11-24,3.155001200324026e-06,4.067779860716059e-05
1999-11-26,3.7750440397285504e-06,4.446241090125492e-05
1999-11-29,4.094595345431124e-06,4.6625883803912245e-05
1999-11-30,5.279121532701769e-06,5.382364922434454e-05
1999-12-01,4.511743730773119e-06,4.902294877718838e-05
1999-12-02,5.156040027705565e-06,5.205402265247543e-05
1999-12-03,5.20146134526279e-06,5.214801405027106e-05
1999-12-06,5.1336001215961394e-06,5.199553385431218e-05
1999-12-07,5.103923398395272e-06,5.196245718975256e-05
1999-12-08,4.172251833829769e-06,4.71848187077184e-05
1999-12-09,4.119513748745444e-06,4.709059632797344e-05
1999-12-10,4.93388265114747e-06,5.502847198406139e-05
1999-12-13,4.93388265114747e-06,5.502847198406139e-05
1999-12-14,6.0637195084781434e-06,6.0657829421332904e-05
1999-12-15,5.660632029101733e-06,5.5672923469328525e-05
1999-12-16,5.200520635938817e-06,5.315541215338731e-05
1999-12-17,4.776215438591763e-06,5.1150713905613204e-05
1999-12-20,4.769582116866913e-06,5.114720162498972e-05
1999-12-21,4.769582116866913e-06,5.114720162498972e-05
1999-12-22,3.4867393415544893e-06,4.289398396333607e-05
1999-12-23,8.85818059834241e-06,0.00010801710434522542
1999-12-27,8.553199526955704e-06,0.00010766906854418197
1999-12-28,1.0317770349672964e-05,0.00011469370913906818
1999-12-29,9.975269035240126e-06,0.00011411256308741817
1999-12-30,8.363210842033609e-06,0.0001071923578151839
1999-12-31,8.372426694433532e-06,0.00010719510676755135
2000-01-03,8.372426694433532e-06,0.00010719510676755135
2000-01-04,8.372426694433532e-06,0.00010719510676755135
2000-01-05,8.12172111070649e-06,0.00010702812790088685
2000-01-06,7.960690259914175e-06,0.00010682669540010365
2000-01-07,6.760219528698678e-06,0.00010227011113687426
2000-01-10,6.760219528698678e-06,0.00010227011113687426
2000-01-11,6.117133468883588e-06,9.43259672144945e-05
2000-01-12,7.5298742091414855e-06,9.911320413145058e-05
2000-01-13,7.493315320511229e-06,9.909232479641109e-05
2000-01-14,8.126380397517659e-06,0.0001066793737693895
2000-01-18,8.272938079933473e-06,0.0001068379718368683
2000-01-19,8.96616759507414e-06,0.00011848981319146153
2000-01-20,1.6581505565993403e-05,0.00017492801915588283
2000-01-21,1.658272805445303e-05,0.0001749293644919836
2000-01-24,1.822675148634614e-05,0.00018466522784987716
2000-01-25,1.7902401510496172e-05,0.00018265000779838953
2000-01-26,1.3022076472177693e-05,0.00013302726778809562
2000-01-27,1.274941811797365e-05,0.00013267004825330748
2000-01-28,1.274941811797365e-05,0.00013267004825330748
2000-01-31,1.274941811797365e-05,0.00013267004825330748
2000-02-01,1.9742676911037465e-05,0.00019502173926964968
2000-02-02,1.9957776556507174e-05,0.0001951980130115181
2000-02-03,2.0492189491006843e-05,0.00019617689544155817
2000-02-04,1.8229523684607453e-05,0.00019057166241257456
2000-02-07,1.773401213876314e-05,0.00018296326717742923
2000-02-08,1.619241156136089e-05,0.00016815399753716787
2000-02-09,1.619241156136089e-05,0.00016815399753716787
2000-02-10,1.611057055232765e-05,0.00016810775348246877
2000-02-11,1.5593831950176967e-05,0.00016700360313890418
2000-02-14,1.5725458324051877e-05,0.00016713134957160525
2000-02-15,5.2459882147158835e-06,7.007251990590423e-05
2000-02-16,7.709930156927681e-06,8.651469235518373e-05
2000-02-17,7.67165551942421e-06,8.647511001598222e-05
2000-02-18,7.661966383229089e-06,8.647301098050016e-05
2000-02-22,9.655089853843882e-06,9.786183455917866e-05
2000-02-23,1.0188494901337311e-05,9.927842269368076e-05
2000-02-24,1.270290421578781e-05,0.00011751750656513044
2000-02-25,2.315947098659824e-05,0.00020539401598787988
2000-02-28,2.315947098659824e-05,0.00020539401598787988
2000-02-29,2.2674441465558025e-05,0.000204841214057645
2000-03-01,2.3740691686899576e-05,0.000206165215634697
2000-03-02,2.6538370241403073e-05,0.00022047476827436558
2000-03-03,2.6668060782816893e-05,0.0002205460891334776
2000-03-06,2.5299134137922154e-05,0.00021729165090661424
2000-03-07,2.5181240652775866e-05,0.00021722798716611376
2000-03-08,2.2580090498396995e-05,0.00020359961344858444
2000-03-09,2.2408606903062487e-05,0.00020348388631650504
2000-03-10,1.9993061814024266e-05,0.0001904365709311793
2000-03-13,2.9305236293410418e-05,0.00024240386653409516
2000-03-14,3.5001273384464236e-05,0.0002909897062478634
2000-03-15,3.5001273384464236e-05,0.0002909897062478634
2000-03-16,3.5001273384464236e-05,0.0002909897062478634
2000-03-17,3.035671229998412e-05,0.00026795276247222117
2000-03-20,3.035671229998412e-05,0.00026795276247222117
2000-03-21,3.041461738336363e-05,0.000267969721442152
2000-03-22,3.041461738336363e-05,0.000267969721442152
2000-03-23,2.5064948470109834e-05,0.00020765340499943628
2000-03-24,1.935686885075057e-05,0.00017926152649261562
2000-03-27,1.973976127177192e-05,0.00018150885286458856
2000-03-28,1.9632018951686596e-05,0.00018278520862545985
2000-03-29,1.9587957764650162e-05,0.00018279146096487054
2000-03-30,1.9587957764650162e-05,0.00018279146096487054
2000-03-31,1.911099459055502e-05,0.0001812128657332867
2000-04-03,1.911099459055502e-05,0.0001812128657332867
2000-04-04,2.8649764311204438e-05,0.0002337638351394068
2000-04-05,2.8391420113616306e-05,0.00023351000418717261
2000-04-06,2.77956810967716e-05,0.00023252669301008588
2000-04-07,2.804875255270114e-05,0.00023334182786744704
2000-04-10,2.2705346902697954e-05,0.00018957342174819963
2000-04-11,2.2705346902697954e-05,0.00018957342174819963
2000-04-12,2.25430080671755e-05,0.00018820053137515635
2000-04-13,2.338585731297396e-05,0.00020512947009931494
2000-04-14,2.2212442607683187e-05,0.0002018269221953683
2000-04-17,2.2435270636294616e-05,0.00020239990612893767
2000-04-18,2.2435270636294616e-05,0.00020239990612893767
2000-04-19,2.9261706961321772e-05,0.000256367268313978
2000-04-20,3.635589238811318e-05,0.0002815818572823201
2000-04-24,3.81564252459403e-05,0.00028442746628424317
2000-04-25,3.597993701026493e-05,0.00028022631643098727
2000-04-26,3.660632243681743e-05,0.000281494449142554
2000-04-27,2.848672782049018e-05,0.00022901690344707083
2000-04-28,2.8683684731228928e-05,0.00022940602328574996
2000-05-01,2.9195191660483573e-05,0.00023169796898513145
2000-05-02,2.5236753790636216e-05,0.00022158792292128885
2000-05-03,2.5291694130107402e-05,0.0002216367970642525
2000-05-04,2.7567842658321927e-05,0.00022672287053764325
2000-05-05,2.8883028359223276e-05,0.00023185342888959516
2000-05-08,2.687283192742101e-05,0.0002281262041847048
2000-05-09,2.451095591380901e-05,0.00021203726442722032
2000-05-10,2.4580811682250484e-05,0.0002120770531092103
2000-05-11,3.514417522775807e-05,0.0002884486347221888
2000-05-12,1.9554036555129315e-05,0.0001906051116591284
2000-05-15,2.0478228969963713e-05,0.00019418815053518504
2000-05-16,1.681874262529035e-05,0.00015753722021545098
2000-05-17,1.6824002862576008e-05,0.00015753799433945983
2000-05-18,1.6824002862576008e-05,0.00015753799433945983
2000-05-19,1.4147967381536793e-05,0.00014798776739622776
2000-05-22,1.3540400463086258e-05,0.00014691738759508248
2000-05-23,1.3602832128360312e-05,0.00014698268790032588
2000-05-24,1.4613469215496652e-05,0.00014945575762595096
2000-05-25,1.4613469215496652e-05,0.00014945575762595096
2000-05-26,1.4613469215496652e-05,0.00014945575762595096
2000-05-30,1.0195197766215911e-05,0.0001225416859245733
2000-05-31,1.628741977164514e-05,0.00014929050839659642
2000-06-01,1.5204943325388625e-05,0.00014673731727203636
2000-06-02,1.4216519370135397e-05,0.00014448744522500031
2000-06-05,7.160180100550097e-06,8.763321502591127e-05
2000-06-06,4.918293025018962e-06,7.365609651959059e-05
2000-06-07,8.656145493371272e-06,0.00010597904928781973
2000-06-08,1.062400902349393e-05,0.00011105976170130975
2000-06-09,1.2586930135859065e-05,0.00012983006075525873
2000-06-12,1.2586930135859065e-05,0.00012983006075525873
2000-06-13,1.3499292012557693e-05,0.00013861942384022245
2000-06-14,9.953288184798102e-06,0.00011960562357173214
2000-06-15,9.484326532251981e-06,0.00011821937832541395
2000-06-16,9.484326532251981e-06,0.00011821937832541395
2000-06-19,9.595145250626956e-06,0.00011831978079943898
2000-06-20,9.595145250626956e-06,0.00011831978079943898
2000-06-21,9.595145250626956e-06,0.00011831978079943898
2000-06-22,1.3116603146805318e-05,0.000138335752809491
2000-06-23,1.681929648874001e-05,0.00015455448987371505
2000-06-26,1.6617837649928665e-05,0.00015431014734747562
2000-06-27,1.70580942732015e-05,0.0001529535789231071
2000-06-28,1.778000817191863e-05,0.0001593117373094465
2000-06-29,1.5225468462401755e-05,0.00014811235654262376
2000-06-30,1.207821692663852e-05,0.00011876262757247234
2000-07-03,1.3687401620933365e-05,0.00012435938023704256
2000-07-05,1.4017224386247077e-05,0.0001248663436166307
2000-07-06,1.1128970853547152e-05,0.00010112292560607642
2000-07-07,1.3415518617320366e-05,0.0001142476038928158
2000-07-10,1.6659452645000953e-05,0.00013393668629393507
2000-07-11,1.811937624104529e-05,0.0001381240733733963
2000-07-12,1.6635814165052768e-05,0.00013238763394273596
2000-07-13,1.4149003667103672e-05,0.00011767982408445428
2000-07-14,1.3963901931745815e-05,0.00011745405088107301
2000-07-17,1.2192456594773776e-05,0.00011055962079519826
2000-07-18,9.250717197284476e-06,9.516465748045383e-05
2000-07-19,9.250717197284476e-06,9.516465748045383e-05
2000-07-20,9.250717197284476e-06,9.516465748045383e-05
2000-07-21,9.314351639694192e-06,9.522772123557371e-05
2000-07-24,9.111292787650171e-06,9.49438119983616e-05
2000-07-25,7.217284299100311e-06,8.55397581882779e-05
2000-07-26,7.4137373588225105e-06,8.725244324587305e-05
2000-07-27,7.779247022819498e-06,8.831943080014739e-05
2000-07-28,8.426060342417681e-06,9.057608038199205e-05
2000-07-31,1.205864487475609e-05,0.00010945794703649631
2000-08-01,1.205864487475609e-05,0.00010945794703649631
2000-08-02,1.386431546749361e-05,0.00012615881422429763
2000-08-03,1.3865017214395938e-05,0.00012615884376954232
2000-08-04,1.5294991296164308e-05,0.0001318731854417972
2000-08-07,1.4376902007131906e-05,0.0001292848469482705
2000-08-08,1.4376902007131906e-05,0.0001292848469482705
2000-08-09,1.38339616340554e-05,0.00012511318760311595
2000-08-10,1.111231574307474e-05,0.00010554857983335355
2000-08-11,1.111231574307474e-05,0.00010554857983335355
2000-08-14,1.111231574307474e-05,0.00010554857983335355
