,L1,L2
2018-06-18,1.4484153785163602e-06,2.0912003128807552e-05
2018-06-19,1.3661204063775972e-06,2.0616523245850433e-05
2018-06-20,1.3920704590123888e-06,2.0733507474693252e-05
2018-06-21,1.46041080121338e-06,2.1759317941063223e-05
2018-06-22,1.534186124106745e-06,2.208130505751254e-05
2018-06-25,1.1822027191463712e-06,1.8472838731819266e-05
2018-06-26,1.1481527034785702e-06,1.81459864677234e-05
2018-06-27,3.244806604227146e-06,4.851078239473478e-05
2018-06-28,3.2337015743284023e-06,4.824640750432895e-05
2018-06-29,3.6238706348794838e-06,5.167920813509845e-05
2018-07-02,3.678417785765134e-06,5.994124271523142e-05
2018-07-03,3.7425364111026674e-06,6.011027547260867e-05
2018-07-05,8.431179356124489e-07,1.3920389302726842e-05
2018-07-06,8.62319465779331e-07,1.400703274693587e-05
2018-07-09,8.62319465779331e-07,1.400703274693587e-05
2018-07-10,8.822415398111447e-07,1.417279265477285e-05
2018-07-11,1.2324863098078056e-06,1.8632498723695578e-05
2018-07-12,1.2769621126587481e-06,1.8799963155667707e-05
2018-07-13,1.1114032824036628e-06,1.6310481020997148e-05
2018-07-16,9.678694073957882e-07,1.5497995698010723e-05
2018-07-17,7.631058641595233e-07,1.3217759156325303e-05
2018-07-18,7.43506208766692e-07,1.3124924304842415e-05
2018-07-19,8.211039246020262e-07,1.546985469172752e-05
2018-07-20,8.029561829836237e-07,1.5351443913329946e-05
2018-07-23,8.303222721047521e-07,1.5572046868405755e-05
2018-07-24,7.901189886007727e-07,1.5398535986467853e-05
2018-07-25,1.1884374672045163e-06,1.983866665935783e-05
2018-07-26,7.963757070312057e-07,1.5158385977131339e-05
2018-07-27,7.900573000960592e-07,1.5147462280132569e-05
2018-07-30,9.033503621503556e-07,1.595196798734132e-05
2018-07-31,1.387607588094707e-06,2.1637192577339546e-05
2018-08-01,1.0524578396102488e-06,1.789058804047577e-05
2018-08-02,2.6926803025642895e-06,4.120726846369069e-05
2018-08-03,2.7423090328787337e-06,4.1413572443469307e-05
2018-08-06,2.7423090328787337e-06,4.1413572443469307e-05
2018-08-07,2.840757089239233e-06,4.186235173807933e-05
2018-08-08,2.8977359691767704e-06,4.1970480523670414e-05
2018-08-09,2.853216832809905e-06,4.186823089917404e-05
2018-08-10,3.5373984831661395e-06,4.669047836989132e-05
2018-08-13,3.132885007625404e-06,4.1392126056645834e-05
2018-08-14,3.5357810216634553e-06,4.6122242520527474e-05
2018-08-15,3.4714872765047894e-06,4.603074027488219e-05
2018-08-16,3.4714872765047894e-06,4.603074027488219e-05
2018-08-17,3.5127060807099897e-06,4.628059851706366e-05
2018-08-20,3.5914594324695295e-06,4.669708299028755e-05
2018-08-21,3.644200121413945e-06,4.7271840959067826e-05
2018-08-22,3.4157338461196433e-06,4.5913135649499824e-05
2018-08-23,3.7429981712498034e-06,4.9082441749565715e-05
2018-08-24,2.445041307676013e-06,3.812189502639456e-05
2018-08-27,3.081045262639985e-06,4.8709147212817996e-05
2018-08-28,3.0806449788526955e-06,4.8709455910132045e-05
2018-08-29,2.7752184873998368e-06,4.777316677206704e-05
2018-08-30,1.4457427959571484e-06,2.433835191128946e-05
2018-08-31,1.5530540752443446e-06,2.481491369634939e-05
2018-09-04,1.5530540752443446e-06,2.481491369634939e-05
2018-09-05,2.1600988089224644e-06,2.9107277235368357e-05
2018-09-06,3.043451568801677e-06,4.1228049745381485e-05
2018-09-07,2.8872192497223687e-06,4.0130741658547724e-05
2018-09-10,2.968271504332007e-06,4.054951284087481e-05
2018-09-11,2.968271504332007e-06,4.054951284087481e-05
2018-09-12,2.971212747203706e-06,4.055107270673336e-05
2018-09-13,2.784279879970804e-06,4.032283697911117e-05
2018-09-14,2.5170279133266825e-06,3.857062999416379e-05
2018-09-17,2.5519255359925816e-06,3.8671944240336897e-05
2018-09-18,2.635169981451625e-06,3.895127215414329e-05
2018-09-19,2.635169981451625e-06,3.895127215414329e-05
2018-09-20,2.01927420033966e-06,3.4569638647963866e-05
2018-09-21,2.01927420033966e-06,3.4569638647963866e-05
2018-09-24,2.058995996918834e-06,3.4653894747896496e-05
2018-09-25,1.9117492492502627e-06,3.393079740067232e-05
2018-09-26,1.966432897575024e-06,3.4155031017158406e-05
2018-09-27,2.162295918547485e-06,3.505910084041855e-05
2018-09-28,2.2010118511891053e-06,3.5131582680010964e-05
2018-10-01,2.314787198727795e-06,3.549303568806094e-05
2018-10-02,2.074779233572338e-06,3.444984264756386e-05
2018-10-03,2.1928783834134713e-06,3.550594366386226e-05
2018-10-04,2.0777734551088037e-06,3.513712866860806e-05
2018-10-05,9.932080892764776e-07,1.8253355465367535e-05
2018-10-08,1.1711324357723601e-06,1.957516782692438e-05
2018-10-09,1.102361923799948e-06,1.926615663559066e-05
2018-10-10,1.0993623397063265e-06,1.9263325320403647e-05
2018-10-11,1.0993623397063265e-06,1.9263325320403647e-05
2018-10-12,1.0993623397063265e-06,1.9263325320403647e-05
2018-10-15,1.056159592104225e-06,1.9107144632399666e-05
2018-10-16,2.794844337799319e-06,4.7181305211665675e-05
2018-10-17,2.8304369251036006e-06,4.566861033001135e-05
2018-10-18,3.238371251023185e-06,4.832671360312033e-05
2018-10-19,3.0249458550940465e-06,4.6396534334426234e-05
2018-10-22,2.717510509695318e-06,4.476277635759539e-05
2018-10-23,2.83175180773994e-06,4.5020567946373056e-05
2018-10-24,8.981309815796195e-07,1.5304922294151103e-05
2018-10-25,8.981309815796195e-07,1.5304922294151103e-05
2018-10-26,8.981309815796195e-07,1.5304922294151103e-05
2018-10-29,8.240329240564771e-07,1.428353211552134e-05
2018-10-30,9.99145075097268e-07,1.6769848095959107e-05
2018-10-31,8.254583184194585e-07,1.442491578761096e-05
2018-11-01,8.254583184194585e-07,1.442491578761096e-05
2018-11-02,1.6780986620398873e-06,2.27333032654982e-05
2018-11-05,1.6238998199145496e-06,2.242426569850843e-05
2018-11-06,1.8946980209162987e-06,2.476140636039634e-05
2018-11-07,2.2065193025311073e-06,2.6843066166352603e-05
2018-11-08,1.8245695652482214e-06,2.4106981426388162e-05
2018-11-09,1.4356227814576127e-06,2.078132843318237e-05
2018-11-12,1.4356227814576127e-06,2.078132843318237e-05
2018-11-13,1.515466981908103e-06,2.1654990175259317e-05
2018-11-14,1.451275229186358e-06,2.137790531234794e-05
2018-11-15,1.7338119187619757e-06,2.834999556910676e-05
2018-11-16,1.7139246945086346e-06,2.806243224357473e-05
2018-11-19,1.7139246945086346e-06,2.806243224357473e-05
2018-11-20,3.6899124926032383e-06,5.158273814280389e-05
2018-11-21,4.245959166084003e-06,5.4926491698585374e-05
2018-11-23,3.6886051813349395e-06,5.19141149454589e-05
2018-11-26,4.768569132501302e-06,5.859684221798427e-05
2018-11-27,4.955458184579956e-06,5.9051983328534566e-05
2018-11-28,5.012751121742581e-06,5.912945251539049e-05
2018-11-29,4.236981783712183e-06,5.517005984641201e-05
2018-11-30,4.236981783712183e-06,5.517005984641201e-05
2018-12-03,4.081064722678628e-06,5.353053189694925e-05
2018-12-04,4.079329676885983e-06,5.353378219766603e-05
2018-12-06,4.023886095913109e-06,5.32457879889948e-05
2018-12-07,3.957270652776945e-06,5.311047237810122e-05
2018-12-10,3.71797407506862e-06,5.237976747364551e-05
2018-12-11,3.4918164308974393e-06,5.1675036523164805e-05
2018-12-12,3.5125273812044318e-06,5.169441357235382e-05
2018-12-13,3.345973111186638e-06,5.1254404544287576e-05
2018-12-14,1.3335221086755689e-06,2.7402565669828808e-05
2018-12-17,1.4696849179783473e-06,2.7957599460963826e-05
2018-12-18,1.967639725940473e-06,3.1827910834889654e-05
2018-12-19,2.3394912521362654e-06,3.6096796220237435e-05
2018-12-20,2.3394912521362654e-06,3.6096796220237435e-05
2018-12-21,2.3394912521362654e-06,3.6096796220237435e-05
2018-12-24,2.3394912521362654e-06,3.6096796220237435e-05
2018-12-26,2.3394912521362654e-06,3.6096796220237435e-05
2018-12-27,2.5654187718511763e-06,3.7075103665072233e-05
2018-12-28,2.644379257842427e-06,3.740338026933916e-05
2018-12-31,2.644379257842427e-06,3.740338026933916e-05
2019-01-02,3.7802224671413504e-06,4.587810513067969e-05
2019-01-03,4.211346003257723e-06,4.785212002751674e-05
2019-01-04,4.206071726485422e-06,4.785441815790546e-05
2019-01-07,4.771664106568012e-06,5.255917288716006e-05
2019-01-08,3.7872706340831313e-06,4.589029417516306e-05
2019-01-09,3.625590949918539e-06,4.54147612530049e-05
2019-01-10,3.1484120053762216e-06,4.318726860281599e-05
2019-01-11,2.9196398751522113e-06,4.0101469285141625e-05
2019-01-14,3.912501000840098e-06,4.766126299771649e-05
2019-01-15,3.912501000840098e-06,4.766126299771649e-05
2019-01-16,4.202991752473148e-06,5.0108238270800946e-05
2019-01-17,4.202104163407113e-06,5.010805659755759e-05
2019-01-18,4.035734336311903e-06,4.977594046860125e-05
2019-01-22,4.035734336311903e-06,4.977594046860125e-05
2019-01-23,4.2381540688761795e-06,5.081848250005202e-05
2019-01-24,3.819446009978279e-06,4.627082083502014e-05
2019-01-25,4.408433218673148e-06,4.9419739419319104e-05
2019-01-28,4.455250658945925e-06,4.951678823894588e-05
2019-01-29,4.455250658945925e-06,4.951678823894588e-05
2019-01-30,4.4646246582702246e-06,4.9590374307525084e-05
2019-01-31,4.718399023996377e-06,5.044194655955396e-05
2019-02-01,4.140843246455762e-06,4.5890085955815676e-05
2019-02-04,3.0275330023166128e-06,3.846800394995018e-05
2019-02-05,3.0422992052675867e-06,3.8483472232639654e-05
2019-02-06,3.0367867719172434e-06,3.847994112293836e-05
2019-02-07,2.4399507955304144e-06,3.425284060586143e-05
2019-02-08,2.1389475573184213e-06,3.208509578641934e-05
2019-02-11,1.2284775762761274e-06,2.1218519620382627e-05
2019-02-12,1.2284775762761274e-06,2.1218519620382627e-05
2019-02-13,1.8092106869039756e-06,3.103390369373677e-05
2019-02-14,2.1068367295060463e-06,3.2731306992390183e-05
2019-02-15,1.950251500545635e-06,3.100014048544806e-05
2019-02-19,1.1775655409000086e-06,1.939603944483993e-05
2019-02-20,1.1546732108041832e-06,1.986544488748859e-05
2019-02-21,1.091508999571833e-06,1.9594862192895518e-05
2019-02-22,1.091508999571833e-06,1.9594862192895518e-05
2019-02-25,1.0782654794631861e-06,1.956904057138649e-05
2019-02-26,1.0782654794631861e-06,1.956904057138649e-05
2019-02-27,1.1932227119658274e-06,2.101711813715706e-05
2019-02-28,1.1932227119658274e-06,2.101711813715706e-05
2019-03-01,1.4026185877931834e-06,2.250220725447494e-05
2019-03-04,1.3880441629731492e-06,2.2476186210646064e-05
2019-03-05,1.252707083063698e-06,2.12241903278436e-05
2019-03-06,1.2111519628668204e-06,2.108267112662138e-05
2019-03-07,1.2111519628668204e-06,2.108267112662138e-05
2019-03-08,1.1783870708241132e-06,2.0988539774582754e-05
2019-03-11,1.1783870708241132e-06,2.0988539774582754e-05
2019-03-12,8.805672501942315e-07,1.822381212779722e-05
2019-03-13,8.483352909684309e-07,1.811780042728661e-05
2019-03-14,4.135010369258143e-07,1.1709006511674042e-05
2019-03-15,1.0059162756154345e-06,2.2160850435897666e-05
2019-03-18,3.926746036868284e-07,1.1336394022555187e-05
2019-03-19,3.926746036868284e-07,1.1336394022555187e-05
2019-03-20,3.926746036868284e-07,1.1336394022555187e-05
2019-03-21,3.926746036868284e-07,1.1336394022555187e-05
2019-03-22,3.59962482335605e-07,1.116076275898305e-05
2019-03-25,7.313224154548481e-08,2.628874935937851e-06
2019-03-26,1.5974399681108862e-07,5.621707997868532e-06
2019-03-27,1.6093261550788067e-07,5.623057939523163e-06
2019-03-28,1.5265214827850628e-07,5.56252898522027e-06
2019-03-29,2.1722606199664117e-07,6.475546448023738e-06
2019-04-01,2.1722606199664117e-07,6.475546448023738e-06
2019-04-02,2.790795286964104e-07,7.222553603456363e-06
2019-04-03,4.7624534325016323e-07,1.0206641223461219e-05
2019-04-04,4.7624534325016323e-07,1.0206641223461219e-05
2019-04-05,5.062487592548502e-07,1.1308131309519895e-05
2019-04-08,5.062487592548502e-07,1.1308131309519895e-05
2019-04-09,5.052978827444542e-07,1.1310553563402548e-05
2019-04-10,5.052978827444542e-07,1.1310553563402548e-05
2019-04-11,9.898110200245898e-07,2.046578294948538e-05
2019-04-12,9.898110200245898e-07,2.046578294948538e-05
2019-04-15,3.7572819729246593e-07,9.900805871017175e-06
2019-04-16,4.038093073459675e-07,1.015097526970538e-05
2019-04-17,3.3910653466596546e-07,9.59471728423942e-06
2019-04-18,5.954595817308912e-07,1.300748028731551e-05
2019-04-22,6.120911668655383e-07,1.3062269385097753e-05
2019-04-23,8.5565410550212e-07,1.6221546793142173e-05
2019-04-24,9.810034042334203e-07,1.736030447808794e-05
2019-04-25,9.810034042334203e-07,1.736030447808794e-05
2019-04-26,1.1373136105287804e-06,1.8707254237484607e-05
2019-04-29,1.0906385182925302e-06,1.8526443091225462e-05
2019-04-30,1.0906385182925302e-06,1.8526443091225462e-05
2019-05-01,1.4596279350223602e-06,2.433859322647742e-05
2019-05-02,1.4596279350223602e-06,2.433859322647742e-05
2019-05-03,1.633987574228335e-06,2.5317264422703553e-05
2019-05-06,1.634291487978655e-06,2.53173198606802e-05
2019-05-07,1.4404996205685536e-06,2.444759619929112e-05
2019-05-08,1.4418704462724501e-06,2.4446601122172783e-05
2019-05-09,1.1215651835131927e-06,2.2529568040848626e-05
2019-05-10,1.1016036180522898e-06,2.2340195659894143e-05
2019-05-13,9.549337130103465e-07,2.095855537431108e-05
2019-05-14,9.549337130103465e-07,2.095855537431108e-05
2019-05-15,9.549337130103465e-07,2.095855537431108e-05
2019-05-16,1.014203529094824e-06,2.1436480889415497e-05
2019-05-17,1.014203529094824e-06,2.1436480889415497e-05
2019-05-20,1.261699662276893e-06,2.3910480785526547e-05
2019-05-21,1.261699662276893e-06,2.3910480785526547e-05
2019-05-22,1.303364981424206e-06,2.4008761500034177e-05
2019-05-23,2.023000285926198e-06,3.290103035331846e-05
2019-05-24,2.2176874350204607e-06,3.376006222815022e-05
2019-05-28,1.8116733003916427e-06,2.7198369005715865e-05
2019-05-29,1.9833040564397156e-06,2.8722484364663067e-05
2019-05-30,3.4474912310381297e-06,4.70348861276674e-05
2019-05-31,3.4777162796032205e-06,4.692424811696859e-05
2019-06-03,3.4777162796032205e-06,4.692424811696859e-05
2019-06-04,3.4777162796032205e-06,4.692424811696859e-05
2019-06-05,1.8722226360602162e-06,2.5204436535883445e-05
2019-06-06,2.174193106795061e-06,2.869326667193396e-05
2019-06-07,1.8135555619435906e-06,2.5974444463902788e-05
2019-06-10,1.9142751038799936e-06,2.6495522929660155e-05
2019-06-11,2.8144666308638683e-06,3.902861711031315e-05
2019-06-12,2.7733304324278114e-06,3.8957475689098246e-05
2019-06-13,2.934723047074944e-06,3.950801957705448e-05
2019-06-14,2.811139245551795e-06,3.914010121624967e-05
2019-06-17,2.8261016488231153e-06,3.925982749252771e-05
2019-06-18,2.444534866793149e-06,3.697445612531318e-05
2019-06-19,2.199593068140726e-06,3.315187304334535e-05
2019-06-20,2.199593068140726e-06,3.315187304334535e-05
2019-06-21,2.233886506006766e-06,3.3306009163899405e-05
2019-06-24,2.233886506006766e-06,3.3306009163899405e-05
2019-06-25,2.33504381499643e-06,3.792117407829874e-05
2019-06-26,2.44328017611499e-06,3.855375798641833e-05
2019-06-27,2.7681580804512166e-06,4.014117133098938e-05
2019-06-28,2.6510123598922253e-06,3.979990276406142e-05
2019-07-01,2.6719922919288526e-06,3.9562191332589066e-05
2019-07-02,3.953147224442778e-06,6.15611431231347e-05
2019-07-03,3.783560832772017e-06,5.954730138864599e-05
2019-07-05,3.786578404169696e-06,5.954528713276679e-05
2019-07-08,3.7662904329762816e-06,5.95271256691447e-05
2019-07-09,3.750266724438174e-06,5.951137395434352e-05
2019-07-10,1.8518415819252697e-06,2.8602921005538607e-05
2019-07-11,1.9477873925908277e-06,2.894736910247638e-05
2019-07-12,1.9477873925908277e-06,2.894736910247638e-05
2019-07-15,1.9477873925908277e-06,2.894736910247638e-05
2019-07-16,1.9499459740179993e-06,2.894849153829319e-05
2019-07-17,2.2336972350853285e-06,3.0338190546684147e-05
2019-07-18,2.188016945178357e-06,3.014857437954944e-05
2019-07-19,2.3341659024823368e-06,3.195095517803064e-05
2019-07-22,3.1665573086313996e-06,4.037046794313844e-05
2019-07-23,3.1251015002515746e-06,4.0300345508436007e-05
2019-07-24,3.1251015002515746e-06,4.0300345508436007e-05
2019-07-25,3.0665168623252994e-06,3.9939360919948243e-05
2019-07-26,3.026536582374117e-06,3.9845000691656966e-05
2019-07-29,2.0123969870243054e-06,2.7960023379113712e-05
2019-07-30,1.8830705349508242e-06,2.7038071102756547e-05
2019-07-31,1.8352022964581344e-06,2.6945467525414955e-05
2019-08-01,1.8281359901027582e-06,2.693078518600928e-05
2019-08-02,2.4679622860588414e-06,3.265670849572347e-05
2019-08-05,2.4679622860588414e-06,3.265670849572347e-05
2019-08-06,2.377955243810887e-06,3.237980205086412e-05
2019-08-07,2.245386199677876e-06,3.2023492951453665e-05
2019-08-08,1.806495399558983e-06,2.735208953065955e-05
2019-08-09,1.806495399558983e-06,2.735208953065955e-05
2019-08-12,2.958331544205186e-06,4.1763317118959225e-05
2019-08-13,2.958331544205186e-06,4.1763317118959225e-05
2019-08-14,2.958331544205186e-06,4.1763317118959225e-05
2019-08-15,1.930069513835617e-06,3.46763520254733e-05
2019-08-16,2.023478074198909e-06,3.496495454450082e-05
2019-08-19,2.023478074198909e-06,3.496495454450082e-05
2019-08-20,1.2853463758133447e-06,2.2458901656898214e-05
2019-08-21,2.0976313835813645e-06,3.1962206615145196e-05
2019-08-22,3.1264026771396835e-06,4.662306189548631e-05
2019-08-23,2.9416707480276513e-06,4.60509702523492e-05
2019-08-26,3.039019915658342e-06,4.627106437574346e-05
2019-08-27,3.095898975555919e-06,4.636883619636262e-05
2019-08-28,3.095898975555919e-06,4.636883619636262e-05
2019-08-29,2.808743919298926e-06,4.55436334303789e-05
2019-08-30,1.001103829807197e-06,2.0264834181903977e-05
2019-09-03,1.386181575878029e-06,2.5932323716406544e-05
2019-09-04,9.064090942689494e-07,2.1235516614679125e-05
2019-09-05,6.326337487609095e-07,1.5563739730988066e-05
2019-09-06,5.81463956496521e-07,1.5155304863430661e-05
2019-09-09,1.7960894336569824e-06,3.3498668183689405e-05
2019-09-10,9.361687029389102e-07,1.8335490280269528e-05
2019-09-11,9.361687029389102e-07,1.8335490280269528e-05
2019-09-12,9.783196956141885e-07,1.8553133985254098e-05
2019-09-13,8.824309919761191e-07,1.8478014082996364e-05
2019-09-16,8.824309919761191e-07,1.8478014082996364e-05
2019-09-17,9.72186003448966e-07,1.9013580042472437e-05
2019-09-18,1.017942696536589e-06,1.9303734019749856e-05
2019-09-19,1.044522768639495e-06,1.9378529795744828e-05
2019-09-20,1.0574290635944228e-06,1.941442139989192e-05
2019-09-23,1.052653139482428e-06,1.918738309174835e-05
2019-09-24,1.0892454201417833e-06,1.957126406741324e-05
2019-09-25,2.4666250479499713e-06,4.1248183496069815e-05
2019-09-26,2.785311288143101e-06,4.269099907030141e-05
2019-09-27,3.731766922373654e-06,5.0538122418162104e-05
2019-09-30,3.565172997599477e-06,5.0091020062731064e-05
2019-10-01,3.565172997599477e-06,5.0091020062731064e-05
2019-10-02,4.3789645448863506e-06,5.931715400414619e-05
2019-10-03,4.349611558458154e-06,5.9288625735160924e-05
2019-10-04,4.349611558458154e-06,5.9288625735160924e-05
2019-10-07,4.782315876863881e-06,6.408454374409207e-05
2019-10-08,3.0648314047363358e-06,4.766926617254962e-05
2019-10-09,3.0648314047363358e-06,4.766926617254962e-05
2019-10-10,1.1436614499724446e-06,2.1748530425343143e-05
2019-10-11,1.1375640517746079e-06,2.1741312756527315e-05
2019-10-14,1.073785442153521e-06,2.1301616987423488e-05
2019-10-15,1.0988819511268426e-06,2.1364216246708563e-05
2019-10-16,1.2142020996939665e-06,2.1971108707434967e-05
2019-10-17,1.6080076424188094e-06,2.693783283383177e-05
2019-10-18,1.6080076424188094e-06,2.693783283383177e-05
2019-10-21,1.7241951073329569e-06,2.7423361911773887e-05
2019-10-22,1.714917889189231e-06,2.7412596749621856e-05
2019-10-23,1.1345770191770806e-06,1.9202069029164427e-05
2019-10-24,1.1345770191770806e-06,1.9202069029164427e-05
2019-10-25,1.1976018407995636e-06,1.9907014043167197e-05
2019-10-28,1.4465857439433676e-06,2.1584275890921225e-05
2019-10-29,1.4472658047286378e-06,2.1584675191474266e-05
2019-10-30,1.3398814840877992e-06,2.10432858284657e-05
2019-10-31,1.8324025695451965e-06,2.6772485914239676e-05
2019-11-01,1.8767729602084583e-06,2.688911032476235e-05
2019-11-04,1.7163145740692266e-06,2.564793665798397e-05
2019-11-05,1.6934498328434467e-06,2.5566819254767615e-05
2019-11-06,1.692441989281336e-06,2.5561568692712426e-05
2019-11-07,1.6633662285213474e-06,2.545760655530036e-05
2019-11-08,1.7785110243812497e-06,2.5985323674486833e-05
2019-11-11,1.7610624942103505e-06,2.6120814873330854e-05
2019-11-12,1.5859809080997914e-06,2.50215702111816e-05
2019-11-13,1.155485905993649e-06,1.958818716045053e-05
2019-11-14,1.1108355510863958e-06,1.9427488499791588e-05
2019-11-15,1.1856182999721487e-06,2.0708183166514697e-05
2019-11-18,1.1069371668351362e-06,2.01796989248153e-05
2019-11-19,1.229939227812318e-06,2.0916940815905505e-05
2019-11-20,8.23874301408056e-07,1.5329111919190294e-05
2019-11-21,8.68769636969253e-07,1.6156133501742744e-05
2019-11-22,7.766399526081288e-07,1.5428895500595578e-05
2019-11-25,6.486119967346492e-07,1.4405180524562896e-05
2019-11-26,6.486119967346492e-07,1.4405180524562896e-05
2019-11-27,4.6894212755148997e-07,1.230965113472638e-05
2019-11-29,4.33036002107318e-07,1.21237467316864e-05
2019-12-02,4.570790016565012e-07,1.222650149178078e-05
2019-12-03,4.570790016565012e-07,1.222650149178078e-05
2019-12-04,4.626142158144274e-07,1.2239520536818848e-05
2019-12-05,4.626142158144274e-07,1.2239520536818848e-05
2019-12-06,4.635955410429853e-07,1.2240354907841668e-05
2019-12-09,4.3225863790225183e-07,1.2093183428720578e-05
2019-12-10,4.321912770809274e-07,1.2092236349014538e-05
2019-12-11,4.4243732783518907e-07,1.2120918779965972e-05
2019-12-12,2.802921221106905e-07,7.87196316013215e-06
2019-12-13,1.4401355127843884e-07,4.332043907419088e-06
2019-12-16,1.5180077529228113e-07,4.374152962294914e-06
2019-12-17,1.4301009156454187e-07,4.253484904658936e-06
2019-12-18,1.4301009156454187e-07,4.253484904658936e-06
2019-12-19,1.6634611244728542e-07,4.619127552162545e-06
2019-12-20,8.612117279147711e-08,2.7884785850528585e-06
2019-12-23,8.04381813537071e-08,2.7007006490705273e-06
2019-12-24,4.416779515352536e-08,1.6397617712896549e-06
2019-12-26,4.416779515352536e-08,1.6397617712896549e-06
2019-12-27,7.286361892563971e-07,1.8971620619972e-05
2019-12-30,7.286361892563971e-07,1.8971620619972e-05
2019-12-31,7.270177018169837e-07,1.896023617773419e-05
2020-01-02,7.270177018169837e-07,1.896023617773419e-05
2020-01-03,7.195047394808893e-08,2.4613160519514403e-06
2020-01-06,2.1624474120725636e-07,6.650525228585194e-06
2020-01-07,2.2112283076576575e-07,6.667539527611681e-06
2020-01-08,2.344058840732692e-07,6.752823316671989e-06
2020-01-09,2.344058840732692e-07,6.752823316671989e-06
2020-01-10,2.2952779451475983e-07,6.736024436562922e-06
2020-01-13,2.2505056284547165e-07,6.720287771098019e-06
2020-01-14,2.2505056284547165e-07,6.720287771098019e-06
2020-01-15,3.58533435349253e-07,8.891399173913445e-06
2020-01-16,3.3859205102930045e-07,8.799932508381392e-06
2020-01-17,5.545991603895976e-07,1.2878089838749954e-05
2020-01-21,5.545991603895976e-07,1.2878089838749954e-05
