,L1,L2
2018-01-30,2.7475943634592813e-06,3.157716403147316e-05
2018-01-31,2.6040818251079486e-06,3.118348888975745e-05
2018-02-01,2.865429586354883e-06,3.2824079407018954e-05
2018-02-02,2.7671717288568953e-06,3.2509093549674365e-05
2018-02-05,2.7046477197522206e-06,3.234818382016312e-05
2018-02-06,2.7938164408743444e-06,3.260776327680272e-05
2018-02-07,3.256846293129849e-06,3.598856658463449e-05
2018-02-08,3.342685310194384e-06,3.615969239232706e-05
2018-02-09,3.342685310194384e-06,3.615969239232706e-05
2018-02-12,3.3526484672798263e-06,3.6244367474641097e-05
