Date,SP500,DJIA,NASDAQ,RUSSELL2000
2018-01-03,0.006378433243936035,0.003966899198768946,0.008332636701786437,0.0016566461602322549
2018-01-04,0.004020542855326989,0.006098332813957483,0.001750687853463847,0.0020204071618357996
2018-01-05,0.007009145888585348,0.008764554775312662,0.008252187283554726,0.0027537956116087696
2018-01-08,0.001660963767296979,-0.0005088742046378698,0.0029145327338445013,0.0011532048537048478
2018-01-09,0.0013020835172984225,0.0040577602279792645,0.0008644584408543671,-0.0010955364889613844
2018-01-10,-0.0011128458115206878,-0.0006568789252812024,-0.0013983586964871834,-0.0001922669036759956
2018-01-11,0.007009025768882019,0.008071658499252931,0.008104262147180293,0.017155493045706332
2018-01-12,0.006726926399094035,0.00889333357527179,0.006810061387407545,0.003259092356564573
2018-01-16,-0.0035307132616026696,-0.00040042129184875397,-0.005159937189424774,-0.012006691188803726
2018-01-17,0.009371006206502086,0.012437081236758862,0.010272779947747283,0.008665665995808968
2018-01-18,-0.0016176974974736241,-0.0037534419107108532,-0.00030559546738707113,-0.00627812965265099
2018-01-19,0.004375647986990156,0.0020699044205044702,0.005512437935737619,0.013168214391717947
2018-01-22,0.00803436438221324,0.005465263611386164,0.009719001025396256,0.004708413186733057
2018-01-23,0.002172004968222319,-0.0001445506099161929,0.007029774680554691,0.003445353970851203
2018-01-24,-0.0005601325472320471,0.0015747729885790744,-0.006081217525638149,-0.00556577132863633
2018-01-25,0.0006024393988328895,0.005344116324471906,-0.0005260818168330194,-6.241764102894035e-05
2018-01-26,0.011771638106084168,0.00844841799607149,0.012685067344250367,0.003981657576404984
2018-01-29,-0.006754736284863033,-0.006680883918119308,-0.005244404252838061,-0.0062068480770740885
2018-01-30,-0.010958642805337085,-0.013808859899187018,-0.008612579878181297,-0.009613639503116696
2018-01-31,0.0004888658586947881,0.002776381731025334,0.0012150702622428843,-0.004965470967508525
2018-02-01,-0.0006482983520233253,0.0014261787833463014,-0.0034628038632553097,0.0031000006988396145
2018-02-02,-0.021436680516698812,-0.025751953905047906,-0.019814902727970922,-0.02085046174601508
2018-02-05,-0.041842540938381426,-0.04714281575104447,-0.03849168499780571,-0.03698472712484796
2018-02-06,0.017290573348937088,0.023023208289904087,0.02106813455178275,0.010726376129470304
2018-02-07,-0.005014138223752627,-0.0007798207607505947,-0.009020464099426138,0.0005306067198831097
2018-02-08,-0.0382590522458017,-0.04237794893342402,-0.03975026748981897,-0.029735366747496078
2018-02-09,0.014825645199524345,0.01375381063110982,0.014259334878984965,0.009552549826951407
2018-02-12,0.013818665678186272,0.01682150303387461,0.015512180977900487,0.008852069636692307
2018-02-13,0.0026095219802775584,0.001591321211463838,0.004508581526370728,0.002659120028460889
2018-02-14,0.013313439808897013,0.010216963140164998,0.018381411494061847,0.017998215458501124
2018-02-15,0.01199686177677526,0.012252309927855575,0.015668329507534506,0.009871603680462492
2018-02-16,0.0003733996499216942,0.0007541377992169596,-0.0023399676072669603,0.004122442034779723
2018-02-20,-0.005858517106837343,-0.010147950764002728,-0.0007130350704711438,-0.008823796926533784
2018-02-21,-0.005511664483310908,-0.0067107252020611454,-0.0022252261148222254,0.0012084118567066086
2018-02-22,0.0009730774855778604,0.006619811637248777,-0.0011283555786926532,-0.0012084118567065518
2018-02-23,0.015901278245121022,0.013825272398389417,0.017501799981988878,0.012470982818485035
2018-02-26,0.011688438620627399,0.01565242030442786,0.011392585865810146,0.006524037772793186
2018-02-27,-0.012788311441467541,-0.011707658723049432,-0.012352521001094765,-0.01476865520785037
2018-02-28,-0.011157806083656078,-0.015100838224429126,-0.007853073163015006,-0.015756738194825554
2018-03-01,-0.013413965854876449,-0.01693167604781073,-0.012792821286839794,-0.0033511320573278583
2018-03-02,0.005058785485198549,-0.002886032185655095,0.010709030898665704,0.016957827893261536
2018-03-05,0.01097161761052657,0.013628221494839473,0.009985954582790477,0.008365806674269494
2018-03-06,0.0026353829319968104,0.00037618914718762377,0.005617996408895345,0.010391730186783878
2018-03-07,-0.000483991825716375,-0.003331349305096405,0.003336817305749764,0.007861780713939165
2018-03-08,0.004453148208884627,0.0037769879684194166,0.0042227566711994504,-0.001627242433594174
2018-03-09,0.017229546741207587,0.01754060321155814,0.01772839658381549,0.015884947714538758
2018-03-12,-0.001274797337998416,-0.006221256628645413,0.003631864810273344,0.002451407553393488
2018-03-13,-0.006383910414314703,-0.0068378425063305055,-0.01024028698970021,-0.005643421852189641
2018-03-14,-0.005740969825188786,-0.010003475916591915,-0.0018923083345609277,-0.004873506335569837
2018-03-15,-0.0007822363990965508,0.00465593722345753,-0.002012187963278203,-0.004865706306563416
2018-03-16,0.0017019979472317418,0.0029245047301581033,3.3414127652933785e-05,0.005963367360905822
2018-03-19,-0.014306040541373417,-0.013544076351989011,-0.018582466273706987,-0.009814398385065835
2018-03-20,0.0014807086617189258,0.0047168173398674665,0.00272761031290941,-9.552743881378064e-05
2018-03-21,-0.0018456921256294063,-0.001819849377875168,-0.0025846779427457257,0.00564498828240717
2018-03-22,-0.025484886972854417,-0.029789082851014115,-0.024616765349244556,-0.02268949380751977
2018-03-23,-0.02118980731175066,-0.017885575122934008,-0.02458008506782245,-0.02212964754935478
2018-03-26,0.026795040706035392,0.028047892373448135,0.03206730137297476,0.022032468574269843
2018-03-27,-0.0174272856453219,-0.014352574438880746,-0.029761810254837467,-0.019724005692031792
2018-03-28,-0.0029209188994626773,-0.0003895103449011854,-0.008537078245363964,-0.0003567812081345334
2018-03-29,0.013675777493843445,0.010622887399283715,0.016302769090529544,0.010780869960705826
2018-04-02,-0.022590682343495868,-0.019223456218015505,-0.027752037963765908,-0.02442246587525775
2018-04-03,0.012535961315741067,0.016325443520889934,0.010304574212672335,0.013059809117065493
2018-04-04,0.01150010234644679,0.009563327316697266,0.014421657157892691,0.012819641557206243
2018-04-05,0.006839421401651201,0.009880018270320111,0.004878651447884911,0.00733110410475495
2018-04-06,-0.022164067057064987,-0.02363796289940167,-0.02307762053986691,-0.019390512016314688
